#Meteorological data for Loobos (from PALS), 1997-.
#1 years of 30 minute data.
#    Down  Down      Rainfall      Snowfall     Air       Wind                 Specific
#    SWR   LWR        rate           rate      temp.      speed     Pressure   humidity
# (W m-2) (W m-2)  (kg m-2 s-1) (kg m-2 s-1)   (K)       (m s-1) )   (Pa)      (kg kg-1)
   85.2  286.2     0.000e+00     0.000e+00   276.750     0.670     101012.9   4.907e-03
   53.6  286.2     0.000e+00     0.000e+00   276.760     1.100     101012.9   4.910e-03
   35.5  286.6     0.000e+00     0.000e+00   276.840     0.770     101013.0   4.938e-03
   35.2  286.3     0.000e+00     0.000e+00   276.780     1.640     101012.9   4.917e-03
   21.6  285.3     0.000e+00     0.000e+00   276.560     1.040     101012.6   4.841e-03
    4.7  284.7     0.000e+00     0.000e+00   276.420     1.110     101012.5   4.793e-03
    0.0  283.7     0.000e+00     0.000e+00   276.210     0.980     101012.2   4.721e-03
    0.0  283.1     0.000e+00     0.000e+00   276.060     1.240     101012.1   4.671e-03
    0.0  283.2     0.000e+00     0.000e+00   276.080     1.310     101012.1   4.678e-03
    0.0  283.0     0.000e+00     0.000e+00   276.050     0.810     101012.1   4.668e-03
    0.0  282.9     0.000e+00     0.000e+00   276.020     0.620     101012.0   4.658e-03
    0.0  282.6     0.000e+00     0.000e+00   275.950     0.650     101012.0   4.634e-03
    0.0  281.9     0.000e+00     0.000e+00   275.810     0.760     101011.8   4.588e-03
    0.0  281.4     0.000e+00     0.000e+00   275.690     1.100     101011.7   4.549e-03
    0.0  280.0     0.000e+00     0.000e+00   275.370     1.140     101011.3   4.445e-03
    0.0  279.0     0.000e+00     0.000e+00   275.150     1.540     101011.0   4.376e-03
    0.0  278.0     0.000e+00     0.000e+00   274.920     1.200     101010.8   4.304e-03
    0.0  277.4     0.000e+00     0.000e+00   274.780     1.510     101010.6   4.260e-03
    0.0  274.6     0.000e+00     0.000e+00   274.120     1.530     101009.9   4.061e-03
    0.0  275.0     0.000e+00     0.000e+00   274.220     2.000     101010.0   4.091e-03
    0.0  274.8     0.000e+00     0.000e+00   274.270     1.460     101010.0   4.032e-03
    0.0  274.0     0.000e+00     0.000e+00   274.170     1.370     101009.9   3.946e-03
    0.0  273.7     0.000e+00     0.000e+00   274.100     1.640     101009.8   3.914e-03
    0.0  272.7     0.000e+00     0.000e+00   273.870     1.950     101009.6   3.841e-03
    0.0  272.9     0.000e+00     0.000e+00   273.940     2.050     101009.7   3.844e-03
    0.0  272.1     0.000e+00     0.000e+00   273.670     1.790     101009.4   3.840e-03
    0.0  271.6     0.000e+00     0.000e+00   273.460     1.330     101009.1   3.848e-03
    0.0  272.1     0.000e+00     0.000e+00   273.540     1.650     101009.2   3.893e-03
    0.0  273.0     0.000e+00     0.000e+00   273.760     1.580     101009.5   3.956e-03
    0.0  274.4     0.000e+00     0.000e+00   274.080     1.970     101009.8   4.050e-03
    0.0  273.8     0.000e+00     0.000e+00   273.950     2.000     101009.7   4.011e-03
    0.0  274.2     0.000e+00     0.000e+00   274.040     2.050     101009.8   4.038e-03
    0.0  274.1     0.000e+00     0.000e+00   274.020     2.300     101009.8   4.032e-03
    0.0  274.4     0.000e+00     0.000e+00   274.080     2.240     101009.8   4.050e-03
    0.0  273.9     0.000e+00     0.000e+00   273.960     2.080     101009.7   4.014e-03
    0.0  271.7     0.000e+00     0.000e+00   273.440     1.790     101009.1   3.865e-03
    0.0  270.3     0.000e+00     0.000e+00   273.110     1.570     101008.7   3.773e-03
    5.5  268.5     0.000e+00     0.000e+00   272.670     1.950     101008.2   3.653e-03
   20.8  268.1     0.000e+00     0.000e+00   272.590     1.790     101008.1   3.632e-03
   49.0  268.5     0.000e+00     0.000e+00   272.670     1.760     101008.2   3.653e-03
  100.2  269.7     0.000e+00     0.000e+00   272.960     1.680     101008.5   3.732e-03
   99.2  270.2     0.000e+00     0.000e+00   273.100     1.600     101008.7   3.770e-03
   92.7  272.0     0.000e+00     0.000e+00   273.520     1.900     101009.2   3.888e-03
   79.3  274.2     0.000e+00     0.000e+00   274.030     1.760     101009.8   4.035e-03
   76.3  274.9     0.000e+00     0.000e+00   274.210     1.930     101010.0   4.088e-03
   79.5  276.1     0.000e+00     0.000e+00   274.490     1.890     101010.3   4.172e-03
   83.7  277.2     0.000e+00     0.000e+00   274.740     2.070     101010.6   4.240e-03
   61.8  277.1     0.000e+00     0.000e+00   274.820     2.430     101010.7   4.196e-03
   55.5  277.0     0.000e+00     0.000e+00   274.830     1.907     101010.7   4.169e-03
   47.8  277.0     0.000e+00     0.000e+00   274.810     2.850     101010.7   4.167e-03
   42.1  276.9     0.000e+00     0.000e+00   274.790     2.600     101010.6   4.170e-03
   20.5  276.9     0.000e+00     0.000e+00   274.760     2.610     101010.6   4.178e-03
    9.7  276.6     0.000e+00     0.000e+00   274.660     2.640     101010.5   4.164e-03
    2.7  276.1     0.000e+00     0.000e+00   274.540     3.040     101010.4   4.137e-03
    0.0  276.0     0.000e+00     0.000e+00   274.510     2.760     101010.3   4.140e-03
    0.0  276.0     0.000e+00     0.000e+00   274.490     2.830     101010.3   4.143e-03
    0.0  274.6     0.000e+00     0.000e+00   274.140     2.910     101009.9   4.055e-03
    0.0  273.4     0.000e+00     0.000e+00   273.850     3.020     101009.6   3.982e-03
    0.0  273.3     0.000e+00     0.000e+00   273.830     3.200     101009.5   3.977e-03
    0.0  272.8     0.000e+00     0.000e+00   273.720     2.970     101009.4   3.945e-03
    0.0  273.7     0.000e+00     0.000e+00   273.910     3.310     101009.6   4.000e-03
    0.0  274.2     0.000e+00     0.000e+00   274.040     3.620     101009.8   4.038e-03
    0.0  273.4     0.000e+00     0.000e+00   273.840     3.470     101009.5   3.979e-03
    0.0  272.8     0.000e+00     0.000e+00   273.700     3.750     101009.4   3.939e-03
    0.0  271.6     0.000e+00     0.000e+00   273.420     3.450     101009.1   3.859e-03
    0.0  270.7     0.000e+00     0.000e+00   273.200     3.790     101008.8   3.798e-03
    0.0  269.7     0.000e+00     0.000e+00   272.980     3.810     101008.6   3.737e-03
    0.0  269.2     0.000e+00     0.000e+00   272.850     3.830     101008.4   3.702e-03
    0.0  268.8     0.000e+00     0.000e+00   272.750     4.010     101008.3   3.675e-03
    0.0  268.7     0.000e+00     0.000e+00   272.730     3.980     101008.3   3.669e-03
    0.0  268.8     0.000e+00     0.000e+00   272.760     3.820     101008.3   3.677e-03
    0.0  269.7     0.000e+00     0.000e+00   272.970     3.850     101008.5   3.727e-03
    0.0  270.2     0.000e+00     0.000e+00   273.130     3.810     101008.7   3.744e-03
    0.0  271.1     0.000e+00     0.000e+00   273.400     3.700     101009.0   3.788e-03
    0.0  271.6     0.000e+00     0.000e+00   273.540     3.520     101009.2   3.800e-03
    0.0  272.3     0.000e+00     0.000e+00   273.740     3.670     101009.4   3.832e-03
    0.0  272.7     0.000e+00     0.000e+00   273.870     3.870     101009.6   3.849e-03
    0.0  272.8     0.000e+00     0.000e+00   273.900     3.700     101009.6   3.857e-03
    0.0  273.1     0.000e+00     0.000e+00   273.960     3.110     101009.7   3.878e-03
    0.0  274.9     0.000e+00     0.000e+00   274.420     3.080     101010.2   3.981e-03
    0.0  276.9     0.000e+00     0.000e+00   274.970     3.330     101010.8   4.073e-03
    0.0  277.9     0.000e+00     0.000e+00   275.260     3.410     101011.2   4.128e-03
    0.0  278.8     0.000e+00     0.000e+00   275.490     3.510     101011.4   4.179e-03
    0.0  279.4     0.000e+00     0.000e+00   275.640     3.210     101011.6   4.220e-03
    0.0  280.2     0.000e+00     0.000e+00   275.800     3.090     101011.8   4.273e-03
    5.5  281.6     0.000e+00     0.000e+00   276.200     3.280     101012.2   4.345e-03
   18.1  282.0     0.000e+00     0.000e+00   276.300     3.020     101012.4   4.376e-03
   49.0  283.2     1.111e-04     0.000e+00   276.630     3.200     101012.7   4.432e-03
   63.3  284.3     0.000e+00     0.000e+00   276.940     3.230     101013.1   4.481e-03
  121.5  285.8     0.000e+00     0.000e+00   277.360     3.240     101013.5   4.555e-03
  121.3  288.9     0.000e+00     0.000e+00   278.230     2.960     101014.5   4.691e-03
  128.8  291.2     0.000e+00     0.000e+00   278.850     2.870     101015.2   4.814e-03
   77.8  293.3     0.000e+00     0.000e+00   279.460     2.690     101015.9   4.911e-03
  110.0  294.6     0.000e+00     0.000e+00   279.760     2.090     101016.2   4.997e-03
  135.9  296.7     0.000e+00     0.000e+00   280.300     2.290     101016.8   5.112e-03
  191.4  299.1     0.000e+00     0.000e+00   280.920     2.560     101017.5   5.250e-03
  143.5  302.6     0.000e+00     0.000e+00   281.900     2.820     101018.6   5.426e-03
  136.4  304.5     0.000e+00     0.000e+00   282.320     3.190     101019.0   5.562e-03
   62.8  304.2     0.000e+00     0.000e+00   282.100     2.960     101018.8   5.615e-03
  105.3  305.2     0.000e+00     0.000e+00   282.070     2.940     101018.7   5.817e-03
   55.0  303.7     0.000e+00     0.000e+00   281.710     2.530     101018.3   5.717e-03
   12.8  302.2     0.000e+00     0.000e+00   281.160     2.290     101017.8   5.705e-03
    0.0  301.6     0.000e+00     0.000e+00   280.790     2.400     101017.3   5.764e-03
    0.0  301.5     0.000e+00     0.000e+00   280.580     2.740     101017.1   5.847e-03
    0.0  301.8     0.000e+00     0.000e+00   280.520     2.810     101017.0   5.926e-03
    0.0  301.6     0.000e+00     0.000e+00   280.410     2.520     101016.9   5.957e-03
    0.0  302.5     0.000e+00     0.000e+00   280.580     2.330     101017.1   6.027e-03
    0.0  303.7     0.000e+00     0.000e+00   280.930     2.650     101017.5   6.082e-03
    0.0  303.1     0.000e+00     0.000e+00   280.780     2.650     101017.3   6.052e-03
    0.0  303.1     0.000e+00     0.000e+00   280.740     2.450     101017.3   6.062e-03
    0.0  301.5     0.000e+00     0.000e+00   280.300     2.030     101016.8   5.987e-03
    0.0  301.3     0.000e+00     0.000e+00   280.190     2.240     101016.7   5.992e-03
    0.0  299.9     0.000e+00     0.000e+00   279.860     2.550     101016.3   5.905e-03
    0.0  300.5     0.000e+00     0.000e+00   279.950     2.430     101016.4   5.973e-03
    0.0  301.6     0.000e+00     0.000e+00   280.200     2.310     101016.7   6.052e-03
    0.0  302.4     0.000e+00     0.000e+00   280.400     2.650     101016.9   6.092e-03
    0.0  301.7     0.000e+00     0.000e+00   280.240     2.430     101016.7   6.050e-03
    0.0  300.9     0.000e+00     0.000e+00   280.080     2.460     101016.6   5.983e-03
    0.0  297.5     0.000e+00     0.000e+00   279.270     1.970     101015.7   5.755e-03
    0.0  295.4     0.000e+00     0.000e+00   278.750     2.130     101015.1   5.612e-03
    0.0  296.1     0.000e+00     0.000e+00   278.910     2.160     101015.3   5.675e-03
    0.0  296.4     0.000e+00     0.000e+00   278.990     1.930     101015.4   5.678e-03
    0.0  293.5     0.000e+00     0.000e+00   278.380     1.920     101014.7   5.457e-03
    0.0  290.9     0.000e+00     0.000e+00   277.770     2.510     101014.0   5.275e-03
    0.0  289.6     0.000e+00     0.000e+00   277.490     2.480     101013.7   5.171e-03
    0.0  288.9     0.000e+00     0.000e+00   277.330     2.650     101013.5   5.113e-03
    0.0  289.2     0.000e+00     0.000e+00   277.400     2.880     101013.6   5.138e-03
    0.0  290.4     0.000e+00     0.000e+00   277.660     2.630     101013.9   5.234e-03
    0.0  290.5     0.000e+00     0.000e+00   277.680     2.560     101013.9   5.241e-03
    0.0  290.2     0.000e+00     0.000e+00   277.620     2.520     101013.8   5.219e-03
    0.0  291.5     0.000e+00     0.000e+00   277.890     2.500     101014.1   5.320e-03
    0.0  292.7     0.000e+00     0.000e+00   278.170     2.560     101014.5   5.398e-03
    0.0  292.8     0.000e+00     0.000e+00   278.230     2.630     101014.5   5.389e-03
    7.2  292.3     0.000e+00     0.000e+00   278.150     2.360     101014.4   5.347e-03
   34.4  292.7     0.000e+00     0.000e+00   278.220     2.470     101014.5   5.374e-03
   58.7  293.7     0.000e+00     0.000e+00   278.470     2.010     101014.8   5.436e-03
   58.3  294.8     0.000e+00     0.000e+00   278.750     2.030     101015.1   5.510e-03
   41.5  295.0     0.000e+00     0.000e+00   278.800     2.240     101015.1   5.529e-03
   68.7  296.1     0.000e+00     0.000e+00   279.040     2.020     101015.4   5.600e-03
   98.1  297.4     0.000e+00     0.000e+00   279.360     2.290     101015.8   5.697e-03
  233.8  299.1     0.000e+00     0.000e+00   279.800     2.710     101016.3   5.795e-03
  120.1  300.5     0.000e+00     0.000e+00   280.160     2.130     101016.6   5.867e-03
   65.3  300.9     0.000e+00     0.000e+00   280.250     2.380     101016.8   5.904e-03
   82.1  301.6     0.000e+00     0.000e+00   280.450     2.210     101017.0   5.929e-03
   66.1  301.7     0.000e+00     0.000e+00   280.470     2.060     101017.0   5.937e-03
   69.4  301.7     0.000e+00     0.000e+00   280.500     1.770     101017.0   5.930e-03
  120.3  301.9     0.000e+00     0.000e+00   280.670     1.600     101017.2   5.871e-03
  102.9  302.4     0.000e+00     0.000e+00   280.850     0.960     101017.4   5.886e-03
   21.6  300.3     0.000e+00     0.000e+00   280.250     1.260     101016.8   5.784e-03
    7.6  297.9     0.000e+00     0.000e+00   279.600     1.920     101016.0   5.673e-03
    0.0  294.8     0.000e+00     0.000e+00   278.780     1.910     101015.1   5.487e-03
    0.0  293.7     0.000e+00     0.000e+00   278.490     1.370     101014.8   5.427e-03
    0.0  292.1     0.000e+00     0.000e+00   278.140     1.820     101014.4   5.311e-03
    0.0  288.7     0.000e+00     0.000e+00   277.290     1.840     101013.5   5.099e-03
    0.0  286.7     0.000e+00     0.000e+00   276.860     2.100     101013.0   4.945e-03
    0.0  285.5     0.000e+00     0.000e+00   276.590     1.840     101012.7   4.851e-03
    0.0  284.6     0.000e+00     0.000e+00   276.400     1.820     101012.5   4.786e-03
    0.0  284.6     0.000e+00     0.000e+00   276.400     1.800     101012.5   4.786e-03
    0.0  283.2     0.000e+00     0.000e+00   276.100     1.800     101012.1   4.684e-03
    0.0  282.5     0.000e+00     0.000e+00   275.940     1.500     101011.9   4.631e-03
    0.0  281.9     0.000e+00     0.000e+00   275.800     1.600     101011.8   4.585e-03
    0.0  281.9     0.000e+00     0.000e+00   275.810     1.220     101011.8   4.588e-03
    0.0  282.0     0.000e+00     0.000e+00   275.830     1.670     101011.8   4.595e-03
    0.0  284.6     0.000e+00     0.000e+00   276.390     1.620     101012.5   4.782e-03
    0.0  285.7     0.000e+00     0.000e+00   276.640     1.550     101012.7   4.868e-03
    0.0  285.0     0.000e+00     0.000e+00   276.480     1.640     101012.6   4.813e-03
    0.0  286.9     0.000e+00     0.000e+00   276.910     0.930     101013.0   4.963e-03
    0.0  289.7     0.000e+00     0.000e+00   277.500     0.980     101013.7   5.175e-03
    0.0  287.2     0.000e+00     0.000e+00   276.980     1.640     101013.1   4.988e-03
    0.0  285.1     1.111e-04     0.000e+00   276.520     1.530     101012.6   4.827e-03
    0.1  287.6     0.000e+00     0.000e+00   277.050     1.010     101013.2   5.013e-03
    0.0  288.9     0.000e+00     0.000e+00   277.340     1.770     101013.5   5.117e-03
    0.0  286.8     0.000e+00     0.000e+00   276.880     1.450     101013.0   4.952e-03
    0.0  286.4     0.000e+00     0.000e+00   276.790     2.050     101012.9   4.921e-03
    0.0  286.7     0.000e+00     0.000e+00   276.870     1.560     101013.0   4.949e-03
    0.0  288.1     0.000e+00     0.000e+00   277.160     1.610     101013.3   5.052e-03
    0.0  288.4     0.000e+00     0.000e+00   277.220     1.260     101013.4   5.073e-03
    0.0  288.3     0.000e+00     0.000e+00   277.200     1.090     101013.4   5.066e-03
    0.0  286.3     1.111e-04     0.000e+00   276.780     1.370     101012.9   4.917e-03
    0.0  285.3     0.000e+00     0.000e+00   276.550     1.090     101012.6   4.837e-03
    0.0  284.8     0.000e+00     0.000e+00   276.450     0.510     101012.5   4.803e-03
    5.2  285.5     0.000e+00     0.000e+00   276.590     0.410     101012.7   4.851e-03
   17.2  285.3     0.000e+00     0.000e+00   276.560     0.390     101012.6   4.841e-03
   36.8  285.3     0.000e+00     0.000e+00   276.560     0.680     101012.6   4.841e-03
   82.6  283.2     0.000e+00     0.000e+00   276.090     0.420     101012.1   4.681e-03
  140.2  284.6     0.000e+00     0.000e+00   276.390     0.430     101012.5   4.782e-03
  149.1  288.2     0.000e+00     0.000e+00   277.180     0.370     101013.3   5.059e-03
  134.2  291.2     0.000e+00     0.000e+00   277.820     0.250     101014.1   5.293e-03
  178.2  291.4     0.000e+00     0.000e+00   277.880     0.330     101014.1   5.316e-03
  183.9  294.7     0.000e+00     0.000e+00   278.560     0.460     101014.9   5.576e-03
  212.4  297.5     0.000e+00     0.000e+00   279.150     0.620     101015.5   5.812e-03
  198.3  296.4     0.000e+00     0.000e+00   278.910     0.990     101015.3   5.715e-03
  198.3  295.5     0.000e+00     0.000e+00   278.730     0.700     101015.1   5.643e-03
  205.4  298.8     0.000e+00     0.000e+00   279.400     0.460     101015.8   5.914e-03
  167.0  298.3     0.000e+00     0.000e+00   279.310     0.630     101015.7   5.877e-03
  112.0  297.7     0.000e+00     0.000e+00   279.190     0.860     101015.6   5.828e-03
   77.6  295.3     0.000e+00     0.000e+00   278.680     0.640     101015.0   5.623e-03
   20.4  288.1     0.000e+00     0.000e+00   277.170     0.740     101013.3   5.055e-03
    0.8  284.8     0.000e+00     0.000e+00   276.440     0.990     101012.5   4.800e-03
    0.0  278.3     0.000e+00     0.000e+00   274.980     1.120     101010.9   4.322e-03
    0.0  275.1     0.000e+00     0.000e+00   274.240     0.290     101010.0   4.097e-03
    0.0  271.6     0.000e+00     0.000e+00   273.420     0.590     101009.1   3.859e-03
    0.0  271.1     0.000e+00     0.000e+00   273.310     1.670     101008.9   3.829e-03
    0.0  270.4     0.000e+00     0.000e+00   273.130     1.350     101008.7   3.778e-03
    0.0  267.8     0.000e+00     0.000e+00   272.520     0.530     101008.0   3.613e-03
    0.0  266.9     0.000e+00     0.000e+00   272.290     0.690     101007.8   3.552e-03
    0.0  267.2     0.000e+00     0.000e+00   272.360     1.540     101007.8   3.571e-03
    0.0  266.9     0.000e+00     0.000e+00   272.300     1.360     101007.8   3.555e-03
    0.0  266.2     0.000e+00     0.000e+00   272.110     1.390     101007.5   3.505e-03
    0.0  265.2     0.000e+00     0.000e+00   271.870     1.270     101007.3   3.444e-03
    0.0  264.2     0.000e+00     0.000e+00   271.620     1.550     101007.0   3.381e-03
    0.0  264.8     0.000e+00     0.000e+00   271.780     1.760     101007.2   3.421e-03
    0.0  262.5     0.000e+00     0.000e+00   271.210     0.710     101006.5   3.279e-03
    0.0  261.6     0.000e+00     0.000e+00   270.990     0.420     101006.2   3.226e-03
    0.0  262.6     0.000e+00     0.000e+00   271.230     1.420     101006.5   3.284e-03
    0.0  261.6     0.000e+00     0.000e+00   270.970     0.900     101006.2   3.221e-03
    0.0  262.0     0.000e+00     0.000e+00   271.090     1.110     101006.4   3.250e-03
    0.0  260.6     0.000e+00     0.000e+00   270.730     1.460     101005.9   3.164e-03
    0.0  261.6     0.000e+00     0.000e+00   270.990     1.860     101006.2   3.226e-03
    0.0  261.2     0.000e+00     0.000e+00   270.890     1.280     101006.1   3.202e-03
    0.0  260.0     0.000e+00     0.000e+00   270.590     1.300     101005.8   3.131e-03
    0.0  260.4     0.000e+00     0.000e+00   270.680     1.510     101005.9   3.152e-03
    0.0  260.1     0.000e+00     0.000e+00   270.610     1.320     101005.8   3.136e-03
    0.0  262.0     0.000e+00     0.000e+00   271.070     1.550     101006.3   3.245e-03
    0.0  259.7     0.000e+00     0.000e+00   270.490     0.990     101005.6   3.108e-03
    0.0  259.2     0.000e+00     0.000e+00   270.370     1.610     101005.5   3.080e-03
    0.0  259.8     0.000e+00     0.000e+00   270.520     1.410     101005.7   3.115e-03
    0.0  259.3     0.000e+00     0.000e+00   270.390     1.580     101005.5   3.085e-03
    0.4  260.0     0.000e+00     0.000e+00   270.570     1.340     101005.7   3.127e-03
   10.0  260.6     0.000e+00     0.000e+00   270.740     1.390     101005.9   3.167e-03
   24.9  263.3     0.000e+00     0.000e+00   271.400     1.500     101006.7   3.326e-03
   67.8  264.2     0.000e+00     0.000e+00   271.620     0.860     101007.0   3.381e-03
  133.8  267.8     0.000e+00     0.000e+00   272.510     0.440     101008.0   3.610e-03
  244.4  272.4     0.000e+00     0.000e+00   273.610     0.650     101009.3   3.913e-03
  256.2  279.6     0.000e+00     0.000e+00   275.290     0.660     101011.2   4.420e-03
  281.3  286.4     0.000e+00     0.000e+00   276.790     0.810     101012.9   4.921e-03
  298.0  292.1     0.000e+00     0.000e+00   278.210     0.700     101014.5   5.272e-03
  305.1  292.6     0.000e+00     0.000e+00   278.730     0.940     101015.1   5.124e-03
  278.2  295.3     0.000e+00     0.000e+00   279.730     0.660     101016.2   5.138e-03
  240.0  297.6     1.111e-04     0.000e+00   280.240     0.290     101016.7   5.316e-03
  214.8  297.3     0.000e+00     0.000e+00   280.170     0.480     101016.7   5.297e-03
  211.1  297.6     0.000e+00     0.000e+00   280.310     1.090     101016.8   5.273e-03
  192.6  293.7     0.000e+00     0.000e+00   279.630     1.720     101016.1   4.892e-03
  112.3  291.1     0.000e+00     0.000e+00   279.270     1.790     101015.7   4.595e-03
   71.3  288.4     0.000e+00     0.000e+00   278.610     2.010     101014.9   4.421e-03
   25.6  285.1     0.000e+00     0.000e+00   277.490     2.370     101013.7   4.370e-03
    0.0  275.0     0.000e+00     0.000e+00   274.480     2.530     101010.3   3.977e-03
    0.0  268.6     0.000e+00     0.000e+00   272.720     1.540     101008.3   3.656e-03
    0.0  266.0     0.000e+00     0.000e+00   272.080     1.010     101007.5   3.498e-03
    0.0  265.4     0.000e+00     0.000e+00   271.920     1.380     101007.3   3.457e-03
    0.0  265.7     0.000e+00     0.000e+00   272.000     2.430     101007.4   3.477e-03
    0.0  265.3     0.000e+00     0.000e+00   271.900     2.100     101007.3   3.452e-03
    0.0  265.9     0.000e+00     0.000e+00   272.040     1.600     101007.5   3.487e-03
    0.0  266.7     0.000e+00     0.000e+00   272.240     1.330     101007.7   3.539e-03
    0.0  267.1     0.000e+00     0.000e+00   272.340     1.530     101007.8   3.565e-03
    0.0  267.0     0.000e+00     0.000e+00   272.320     1.150     101007.8   3.560e-03
    0.0  267.2     0.000e+00     0.000e+00   272.360     1.110     101007.8   3.571e-03
    0.0  267.6     0.000e+00     0.000e+00   272.460     1.580     101008.0   3.597e-03
    0.0  268.0     0.000e+00     0.000e+00   272.550     1.560     101008.1   3.621e-03
    0.0  268.0     0.000e+00     0.000e+00   272.560     1.850     101008.1   3.624e-03
    0.0  267.6     0.000e+00     0.000e+00   272.470     2.450     101008.0   3.600e-03
    0.0  267.9     0.000e+00     0.000e+00   272.530     2.100     101008.0   3.616e-03
    0.0  269.2     0.000e+00     0.000e+00   272.840     1.820     101008.4   3.699e-03
    0.0  269.7     0.000e+00     0.000e+00   272.970     0.790     101008.5   3.734e-03
    0.0  269.8     0.000e+00     0.000e+00   273.000     1.160     101008.6   3.743e-03
    0.0  269.7     0.000e+00     0.000e+00   272.980     1.260     101008.6   3.737e-03
    0.0  269.9     0.000e+00     0.000e+00   273.010     1.340     101008.6   3.745e-03
    0.0  269.8     0.000e+00     0.000e+00   272.990     1.510     101008.6   3.740e-03
    0.0  269.8     0.000e+00     0.000e+00   273.000     1.570     101008.6   3.743e-03
    0.0  270.1     0.000e+00     0.000e+00   273.060     1.540     101008.6   3.759e-03
    0.0  270.4     0.000e+00     0.000e+00   273.130     1.630     101008.7   3.778e-03
    0.0  270.8     0.000e+00     0.000e+00   273.240     1.680     101008.9   3.809e-03
    0.0  271.5     0.000e+00     0.000e+00   273.390     1.570     101009.0   3.851e-03
    0.0  272.0     0.000e+00     0.000e+00   273.520     1.360     101009.2   3.888e-03
    0.0  272.3     0.000e+00     0.000e+00   273.580     1.320     101009.2   3.905e-03
    0.0  273.0     0.000e+00     0.000e+00   273.750     1.910     101009.4   3.953e-03
    0.0  273.3     0.000e+00     0.000e+00   273.820     2.870     101009.5   3.974e-03
    3.2  272.5     0.000e+00     0.000e+00   273.630     2.510     101009.3   3.919e-03
    9.5  271.8     0.000e+00     0.000e+00   273.470     3.200     101009.1   3.874e-03
   15.8  271.3     0.000e+00     0.000e+00   273.360     2.830     101009.0   3.843e-03
   24.5  271.2     0.000e+00     0.000e+00   273.340     3.180     101009.0   3.837e-03
   29.1  271.0     0.000e+00     0.000e+00   273.280     3.410     101008.9   3.820e-03
   34.8  270.9     0.000e+00     0.000e+00   273.260     2.900     101008.9   3.815e-03
   41.3  270.7     0.000e+00     0.000e+00   273.200     2.760     101008.8   3.798e-03
   56.6  270.3     0.000e+00     0.000e+00   273.110     2.500     101008.7   3.773e-03
   55.8  270.6     0.000e+00     0.000e+00   273.180     1.300     101008.8   3.792e-03
   54.6  270.5     0.000e+00     0.000e+00   273.170     1.640     101008.8   3.790e-03
   38.2  270.7     0.000e+00     0.000e+00   273.200     1.680     101008.8   3.798e-03
   31.7  269.9     0.000e+00     0.000e+00   273.030     1.630     101008.6   3.751e-03
   26.6  269.4     0.000e+00     0.000e+00   272.910     1.690     101008.5   3.718e-03
   20.4  268.8     0.000e+00     0.000e+00   272.760     1.830     101008.3   3.677e-03
   16.9  268.1     0.000e+00     0.000e+00   272.590     2.020     101008.1   3.632e-03
    9.2  267.1     0.000e+00     0.000e+00   272.350     2.150     101007.8   3.568e-03
    4.6  266.8     0.000e+00     0.000e+00   272.260     2.240     101007.7   3.544e-03
    0.9  266.8     0.000e+00     0.000e+00   272.270     1.340     101007.7   3.547e-03
    0.0  266.5     0.000e+00     0.000e+00   272.190     0.430     101007.6   3.526e-03
    0.0  266.6     0.000e+00     0.000e+00   272.230     0.880     101007.7   3.537e-03
    0.0  265.5     0.000e+00     0.000e+00   271.950     1.570     101007.4   3.464e-03
    0.0  264.2     0.000e+00     0.000e+00   271.640     1.900     101007.0   3.386e-03
    0.0  262.9     0.000e+00     0.000e+00   271.310     1.390     101006.6   3.304e-03
    0.0  262.2     0.000e+00     0.000e+00   271.120     1.490     101006.4   3.257e-03
    0.0  261.3     0.000e+00     0.000e+00   270.900     1.480     101006.1   3.205e-03
    0.0  260.4     0.000e+00     0.000e+00   270.690     1.770     101005.9   3.155e-03
    0.0  260.1     0.000e+00     0.000e+00   270.610     1.730     101005.8   3.136e-03
    0.0  259.1     0.000e+00     0.000e+00   270.360     1.770     101005.5   3.078e-03
    0.0  258.1     0.000e+00     0.000e+00   270.100     1.800     101005.2   3.018e-03
    0.0  257.3     0.000e+00     0.000e+00   269.880     1.850     101004.9   2.969e-03
    0.0  256.4     0.000e+00     0.000e+00   269.650     1.790     101004.7   2.918e-03
    0.0  255.5     0.000e+00     0.000e+00   269.420     1.740     101004.4   2.868e-03
    0.0  254.8     0.000e+00     0.000e+00   269.250     1.660     101004.2   2.831e-03
    0.0  254.6     0.000e+00     0.000e+00   269.190     2.020     101004.1   2.818e-03
    0.0  254.1     0.000e+00     0.000e+00   269.070     1.880     101004.0   2.793e-03
    0.0  253.6     0.000e+00     0.000e+00   268.920     1.710     101003.8   2.761e-03
    0.0  252.8     0.000e+00     0.000e+00   268.720     1.750     101003.5   2.720e-03
    0.0  252.4     0.000e+00     0.000e+00   268.600     1.380     101003.4   2.695e-03
    0.0  253.0     0.000e+00     0.000e+00   268.780     1.240     101003.6   2.732e-03
    0.0  253.9     0.000e+00     0.000e+00   269.000     1.480     101003.9   2.778e-03
    0.0  253.8     0.000e+00     0.000e+00   268.970     1.570     101003.9   2.772e-03
    0.0  253.4     0.000e+00     0.000e+00   268.880     1.470     101003.7   2.753e-03
    0.0  253.3     0.000e+00     0.000e+00   268.840     1.660     101003.7   2.745e-03
    0.0  252.9     0.000e+00     0.000e+00   268.740     1.690     101003.6   2.724e-03
